symbol,model,runs,direction_accuracy,mae,rmse,mape_pct,bias,avg_forecast_return_pct,avg_actual_return_pct,trade_rate,avg_signal_confidence
US100CASH_M30_CLEAN,mini,5,0.4,107.63349707031284,124.19406337490719,0.3747340651167878,-82.44246191406327,0.01158536741630245,0.4696954942416265,0.0,0.43246
US100CASH_M30_CLEAN,small,5,0.2,124.21760937499985,140.54174994011825,0.43215549916850104,-73.20308203125077,0.05758111380703479,0.4696954942416265,0.2,0.5536000000000001
US30CASH_M30_CLEAN,mini,5,1.0,81.97681445312465,114.98649885076637,0.16603253993492023,-53.85624804687431,-0.010325688418966195,0.3733082199931448,0.0,0.55862
US30CASH_M30_CLEAN,small,5,1.0,102.02889062499962,122.63018889174619,0.20785262983991135,-71.98051562499931,0.021734950817966503,0.3733082199931448,0.8,0.69772
USDCAD_M30_CLEAN,mini,5,0.8,0.0019937669320106545,0.0021605790353839563,0.14510213925543194,0.0009473782153129439,-0.051031554704972226,-0.15924637299822075,0.0,0.52142
USDCAD_M30_CLEAN,small,5,0.4,0.0020546041908264144,0.0022212475464267133,0.14939564841884376,0.0018179353446960312,0.02133282757185162,-0.15924637299822075,0.0,0.45346000000000003
USDJPY_M30_CLEAN,mini,5,0.8,0.17265939025878935,0.23591168388405337,0.10891701747869667,0.1472263031005859,0.02796638068440549,-0.2856787894893831,0.0,0.52396
USDJPY_M30_CLEAN,small,5,0.4,0.19983382720947276,0.2605053587040973,0.1261697093782403,0.1765588455200195,0.054096847506484025,-0.2856787894893831,0.2,0.53878
